question_id,text,x_corr,y_corr,question_number,question_text,question_file,question_page,category,text_new,duplicate
0625_m16_qp_22_25,"25  The speed of sound in air is 340 m / s. 
 
",49.60670928,257.0469172,25,The speed of sound in air is      m  / s   Which row gives typical values for the speed of sound in a liquid and in a solid?   speed of sound in a liquid  / (m  / s) speed of sound in a solid  / (m  / s)  A              B             C             D            ,0625_m16_qp_22,12,340,"Thespeedofsoundinairism/s.

",0
0625_m16_qp_22_26,"26  In which pair are both materials magnetic? 
",49.60629,439.796788,26,In which pair are both materials magnetic? A aluminium and copper B copper and iron C iron and steel D steel and aluminium ,0625_m16_qp_22,12,410,"Inwhichpairarebothmaterialsmagnetic?
",0
0625_m16_qp_22_27,"27  Which methods could be used to demagnetise a magnet? 
 
",49.60618002,579.0083761,27,"Which methods could be used to demagnetise a magnet?  method  : place it in an east-west direction and hammer it method  : place it in an east-west direction and heat it until it is red hot method  : pull it slowly from a coil that is carrying an alternating current method  : put it slowly into a coil that is carrying a direct current  A methods  ,   and   B methods  ,   and   C methods   and   only D methods   and   only      © UCLES          /  /F/M/   [Turn over",0625_m16_qp_22,12,410,"Whichmethodscouldbeusedtodemagnetiseamagnet?

",0
0625_m16_qp_22_28,"28  Which produces an electromotive force (e.m.f.)? 
",49.60629,75.2325464,28,Which produces an electromotive force (e m f )? A a battery B a filament lamp C a resistor D a spring balance ,0625_m16_qp_22,13,420,"Whichproducesanelectromotiveforce(e.m.f.)?
",0
0625_m16_qp_22_29,"29  The table describes four different resistance wires. They are all made from the same metal. 
 
",49.60618002,214.4144388,29,The table describes four different resistance wires  They are all made from the same metal   Which wire has the smallest resistance?   length of  wire  / m diameter of  wire  / mm  A          B        C          D        ,0625_m16_qp_22,13,420,"Thetabledescribesfourdifferentresistancewires.Theyareallmadefromthesamemetal.

",0
0625_m16_qp_22_30,"30  Which circuit shows the directions of the conventional current I and the flow of electrons? 
 
",49.60629,410.5435374,30,Which circuit shows the directions of the conventional current I and the flow of electrons?   electrons IAelectrons IB electrons ICelectrons ID       © UCLES          /  /F/M/  ,0625_m16_qp_22,13,430,"WhichcircuitshowsthedirectionsoftheconventionalcurrentIandtheflowofelectrons?

",0
0625_m16_qp_22_31,"31  Four lamps are each labelled 240 V. 
 
",49.60629,87.87531718,31,Four lamps are each labelled      V   In which circuit do all four lamps have normal brightness?        VA     VB      VC     VD  ,0625_m16_qp_22,14,430,"FourlampsareeachlabelledV.

",0
0625_m16_qp_22_32,"32  A  battery  charger  plugs  into  a  230 V a.c.  supply.  The  charger  is  used  to  charge  a  6.0 V d.c. 
",49.60775592,418.1114828,32,A battery charger plugs into a      V a c  supply  The charger is used to charge a      V d c  battery   The charger contains diodes and a transformer   What is the purpose of these components?   diodes transformer  A rectify the a c  steps down the voltage  B rectify the a c  steps up the voltage  C step down the voltage rectifies the a c   D step up the voltage rectifies the a c        © UCLES          /  /F/M/   [Turn over,0625_m16_qp_22,14,430,"AbatterychargerplugsintoaVa.c.supply.Thechargerisusedtochargea.Vd.c.
",0
0625_m16_qp_22_33,"33  The diagram shows a potential divider connected to two voltmeters P and Q. 
 
",49.60629,87.87531718,33,The diagram shows a potential divider connected to two voltmeters P and Q    V voltmeter QVvoltmeter P   The resistance of the variable resistor is decreased   Which row shows what happens to the reading on each voltmeter?   reading on voltmeter P reading on voltmeter Q  A decreases decreases  B decreases increases  C increases decreases  D increases increases  ,0625_m16_qp_22,15,430,"ThediagramshowsapotentialdividerconnectedtotwovoltmetersPandQ.

",0
0625_m16_qp_22_34,"34  After some building work in a house, a bare (uninsulated) live wire is left protruding from a wall. 
 
",49.60629,467.2082446,34,"After some building work in a house, a bare (uninsulated) live wire is left protruding from a wall   What is the greatest hazard? A a fire B a fuse blows C an electric shock D no current flows      © UCLES          /  /F/M/  ",0625_m16_qp_22,15,440,"Aftersomebuildingworkinahouse,abare(uninsulated)livewireisleftprotrudingfromawall.

",0
0625_m16_qp_22_35,"35  An electron moves into a uniform magnetic field. 
 
",49.60629,87.87531718,35,An electron moves into a uniform magnetic field   The arrow shows the initial direction of motion of the electron   The direction of the magnetic field is into the plane of the page (away from you)    uniformmagnetic fieldelectron   In which direction does a force act on the electron when it enters the magnetic field? A into the page B out of the page C towards the bottom of the page D towards the top of the page ,0625_m16_qp_22,16,450,"Anelectronmovesintoauniformmagneticfield.

",0
0625_m16_qp_22_36,"36  The diagram shows an a.c. generator. 
 
",49.6067176,429.9610245,36,"The diagram shows an a c  generator    NScoil output voltagerotationof coil   As the coil passes through the position shown, the output voltage is +    V   When does the output voltage become –    V? A when the coil has turned through    ° B when the coil has turned through     ° C when the coil has turned through     ° D when the coil has turned through     °     © UCLES          /  /F/M/  ",0625_m16_qp_22,16,450,"Thediagramshowsana.c.generator.

",0
0625_m16_qp_22_37,"37  The scattering of α-particles by a thin metal foil supports the nuclear model of an atom. 
 
",49.60629,88.69688488,37,The scattering of α-particles by a thin metal foil supports the nuclear model of an atom   Why are α-particles used rather than neutrons? A because they always travel more slowly B because they are heavier C because they are larger in diameter D because they have a positive charge ,0625_m16_qp_22,17,510,"Thescatteringofα-particlesbyathinmetalfoilsupportsthenuclearmodelofanatom.

",0
0625_m16_qp_22_38,"38  A nucleus of a radioactive substance 
",49.60727986,231.3927661,38,A nucleus of a radioactive substance  Po      undergoes an α-decay followed by a β-decay   What are the nucleon (mass) number and proton (atomic) number of the nuclide formed after both decays have happened?   nucleon number proton number  A       B       C       D       ,0625_m16_qp_22,17,510,"Anucleusofaradioactivesubstance
",0
0625_m16_qp_22_39,"39  A scientist carries out an experiment using a sealed source which emits β-particles. The range of 
",49.60629,429.7054766,39,A scientist carries out an experiment using a sealed source which emits β-particles  The range of the β-particles in the air is about     cm   Which precaution is the most effective to protect the scientist from the radiation? A handling the source with long tongs B keeping the temperature of the source low C opening all windows in the laboratory D washing his hands before leaving the laboratory ,0625_m16_qp_22,17,520,"Ascientistcarriesoutanexperimentusingasealedsourcewhichemitsβ-particles.Therangeof
",0
0625_m16_qp_22_40,"40  Which row describes the nature of α-particles and of γ-rays? 
 
",49.60732022,608.5715244,40,"Which row describes the nature of α-particles and of γ-rays?   α-particles γ-rays  A helium nuclei electromagnetic radiation  B helium nuclei electrons  C protons electromagnetic radiation  D protons electrons       © UCLES          /  /F/M/    BLANK PAGE       © UCLES          /  /F/M/    BLANK PAGE        Permission to reproduce items where third-par ty owned material protected by copyright is included has been sought and cleared w here possible  Every reasonable effort has been made by the publisher (UCLES) to t race copyright holders, but if any items requiring clearance have unwittingly been included, the publisher will be pleased to make amends at the earliest possible opportunity   To avoid the issue of disclosure of answer-related information to candidates, all copyright acknowledgements are reproduced onl ine in the Cambridge International Examinations Copyright Acknowledgements Booklet  This is  produced for each series of examinations and is freely a vailable to download at www cie org uk after the live examination series   Cambridge International Examinations is part of the Cambridge Asse ssment Group  Cambridge Assessment is the brand name of Unive rsity of Cambridge Local Examinations Syndicate (UCLES), which is itself a department of the University of Cambridge    © UCLES          /  /F/M/    BLANK PAGE     ",0625_m16_qp_22,17,520,"Whichrowdescribesthenatureofα-particlesandofγ-rays?

",0
0625_m17_qp_22_01,"1  The diagram shows the height of a stack of identical coins. 
 
",49.60629,87.87531718,1,The diagram shows the height of a stack of identical coins          cm stack ofcoins   What is the thickness of one coin? A       mm B      mm C       cm D      cm ,0625_m17_qp_22,2,110,"Thediagramshowstheheightofastackofidenticalcoins.

",0
0625_m17_qp_22_02,"2  Four balls with different masses are dropped from the heights shown. 
 
",49.60753808,302.4021154,2,Four balls with different masses are dropped from the heights shown         kgP      m     kgQ      m     kgR      m     kgS      mground   Air resistance may be ignored   Which statement about the balls is correct? A Ball P has the greatest acceleration  B Balls Q and R take the same time to fall to the ground  C The acceleration of ball R is half the acceleration of ball P  D Ball S has the greatest average speed      © UCLES          /  /F/M/   [Turn over,0625_m17_qp_22,2,120,"Fourballswithdifferentmassesaredroppedfromtheheightsshown.

",0
0625_m17_qp_22_03,"3  An object is travelling in a straight line. The diagram is the speed-time graph for the object. 
 
",49.60629,87.87531718,3,An object is travelling in a straight line  The diagram is the speed-time graph for the object   At which labelled point is the object accelerating at a changing rate?   B   speedm / s time  / sACD  ,0625_m17_qp_22,3,120,"Anobjectistravellinginastraightline.Thediagramisthespeed-timegraphfortheobject.

",0
0625_m17_qp_22_04,"4  Which statement about the masses and weights of objects on the Earth is correct? 
",49.6067248,309.1192829,4,"Which statement about the masses and weights of objects on the Earth is correct? A A balance can only be used to compare weights, not masses  B Heavy objects always have more mass than light ones  C Large objects always have more mass than small ones  D Mass is a force but weight is not  ",0625_m17_qp_22,3,152,"WhichstatementaboutthemassesandweightsofobjectsontheEarthiscorrect?
",0
0625_m17_qp_22_05,"5  An object in a space probe above the Earth weighs 3.5 N. The gravitational field strength at the 
",49.6067248,435.6593944,5,An object in a space probe above the Earth weighs      N  The gravitational field strength at the height of the space probe is      N  / kg   The gravitational field strength on the Earth’s surface is     N  / kg   What are the mass and the weight of the object on the Earth’s surface?   mass  / kg weight  / N  A         B           C        D             © UCLES          /  /F/M/  ,0625_m17_qp_22,3,130,"AnobjectinaspaceprobeabovetheEarthweighs.N.Thegravitationalfieldstrengthatthe
",0
